trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
11062705-MM2025-InvFes-Dimanche-00,21:54:00,21:54:00,MM02,2,0,0
11062705-MM2025-InvFes-Dimanche-00,21:56:00,21:56:00,MM01,3,0,0
11062705-MM2025-InvFes-Dimanche-00,21:57:38,21:57:38,MM04,4,0,0
11062705-MM2025-InvFes-Dimanche-00,21:59:00,21:59:00,MM05,5,0,0
11062705-MM2025-InvFes-Dimanche-00,22:00:51,22:00:51,MM07,6,0,0
11062705-MM2025-InvFes-Dimanche-00,22:02:00,22:02:00,MM06,7,0,0
11062705-MM2025-InvFes-Dimanche-00,22:08:00,22:08:00,MM08,8,0,0
11062709-MM2025-InvFes-Dimanche-00,21:37:00,21:37:00,MM03,1,0,0
11062709-MM2025-InvFes-Dimanche-00,21:41:00,21:41:00,MM02,2,0,0
11062709-MM2025-InvFes-Dimanche-00,21:43:00,21:43:00,MM01,3,0,0
11062709-MM2025-InvFes-Dimanche-00,21:44:38,21:44:38,MM04,4,0,0
11062709-MM2025-InvFes-Dimanche-00,21:46:00,21:46:00,MM05,5,0,0
11062709-MM2025-InvFes-Dimanche-00,21:47:51,21:47:51,MM07,6,0,0
11062709-MM2025-InvFes-Dimanche-00,21:49:00,21:49:00,MM06,7,0,0
11062709-MM2025-InvFes-Dimanche-00,21:55:00,21:55:00,MM08,8,0,0
11062710-MM2025-InvFes-Dimanche-00,21:44:00,21:44:00,MM08,1,0,0
11062710-MM2025-InvFes-Dimanche-00,21:49:00,21:49:00,MM06,2,0,0
11062710-MM2025-InvFes-Dimanche-00,21:49:46,21:49:46,MM07,3,0,0
11062710-MM2025-InvFes-Dimanche-00,21:51:00,21:51:00,MM05,4,0,0
11062710-MM2025-InvFes-Dimanche-00,21:52:22,21:52:22,MM04,5,0,0
11062710-MM2025-InvFes-Dimanche-00,21:54:00,21:54:00,MM01,6,0,0
11062710-MM2025-InvFes-Dimanche-00,21:55:00,21:55:00,MM02,7,0,0
11062710-MM2025-InvFes-Dimanche-00,22:00:00,22:00:00,MM03,8,0,0
11062711-MM2025-InvFes-Dimanche-00,21:58:00,21:58:00,MM08,1,0,0
11062711-MM2025-InvFes-Dimanche-00,22:03:00,22:03:00,MM06,2,0,0
11062711-MM2025-InvFes-Dimanche-00,22:03:46,22:03:46,MM07,3,0,0
11062711-MM2025-InvFes-Dimanche-00,22:05:00,22:05:00,MM05,4,0,0
11062711-MM2025-InvFes-Dimanche-00,22:06:22,22:06:22,MM04,5,0,0
11062711-MM2025-InvFes-Dimanche-00,22:08:00,22:08:00,MM01,6,0,0
11062711-MM2025-InvFes-Dimanche-00,22:10:00,22:10:00,MM02,7,0,0
11062711-MM2025-InvFes-Dimanche-00,22:14:00,22:14:00,MM03,8,0,0
11062712-MM2025-InvFes-Dimanche-00,22:03:00,22:03:00,MM03,1,0,0
11062712-MM2025-InvFes-Dimanche-00,22:07:00,22:07:00,MM02,2,0,0
11062712-MM2025-InvFes-Dimanche-00,22:09:00,22:09:00,MM01,3,0,0
11062712-MM2025-InvFes-Dimanche-00,22:10:38,22:10:38,MM04,4,0,0
11062712-MM2025-InvFes-Dimanche-00,22:12:00,22:12:00,MM05,5,0,0
11062712-MM2025-InvFes-Dimanche-00,22:13:51,22:13:51,MM07,6,0,0
11062712-MM2025-InvFes-Dimanche-00,22:15:00,22:15:00,MM06,7,0,0
11062712-MM2025-InvFes-Dimanche-00,22:21:00,22:21:00,MM08,8,0,0
11062713-MM2025-InvFes-Dimanche-00,22:12:00,22:12:00,MM08,1,0,0
11062713-MM2025-InvFes-Dimanche-00,22:17:00,22:17:00,MM06,2,0,0
11062713-MM2025-InvFes-Dimanche-00,22:17:46,22:17:46,MM07,3,0,0
11062713-MM2025-InvFes-Dimanche-00,22:19:00,22:19:00,MM05,4,0,0
11062713-MM2025-InvFes-Dimanche-00,22:20:22,22:20:22,MM04,5,0,0
11062713-MM2025-InvFes-Dimanche-00,22:22:00,22:22:00,MM01,6,0,0
11062713-MM2025-InvFes-Dimanche-00,22:23:00,22:23:00,MM02,7,0,0
11062713-MM2025-InvFes-Dimanche-00,22:28:00,22:28:00,MM03,8,0,0
11062714-MM2025-InvFes-Dimanche-00,22:16:00,22:16:00,MM03,1,0,0
11062714-MM2025-InvFes-Dimanche-00,22:20:00,22:20:00,MM02,2,0,0
11062714-MM2025-InvFes-Dimanche-00,22:22:00,22:22:00,MM01,3,0,0
11062714-MM2025-InvFes-Dimanche-00,22:23:38,22:23:38,MM04,4,0,0
11062714-MM2025-InvFes-Dimanche-00,22:25:00,22:25:00,MM05,5,0,0
11062714-MM2025-InvFes-Dimanche-00,22:26:51,22:26:51,MM07,6,0,0
11062714-MM2025-InvFes-Dimanche-00,22:28:00,22:28:00,MM06,7,0,0
11062714-MM2025-InvFes-Dimanche-00,22:34:00,22:34:00,MM08,8,0,0
11062715-MM2025-InvFes-Dimanche-00,22:25:00,22:25:00,MM08,1,0,0
11062715-MM2025-InvFes-Dimanche-00,22:30:00,22:30:00,MM06,2,0,0
11062715-MM2025-InvFes-Dimanche-00,22:30:46,22:30:46,MM07,3,0,0
11062715-MM2025-InvFes-Dimanche-00,22:32:00,22:32:00,MM05,4,0,0
11062715-MM2025-InvFes-Dimanche-00,22:33:22,22:33:22,MM04,5,0,0
11062715-MM2025-InvFes-Dimanche-00,22:35:00,22:35:00,MM01,6,0,0
11062715-MM2025-InvFes-Dimanche-00,22:36:00,22:36:00,MM02,7,0,0
11062715-MM2025-InvFes-Dimanche-00,22:41:00,22:41:00,MM03,8,0,0
11062716-MM2025-InvFes-Dimanche-00,22:29:00,22:29:00,MM03,1,0,0
11062716-MM2025-InvFes-Dimanche-00,22:33:00,22:33:00,MM02,2,0,0
11062716-MM2025-InvFes-Dimanche-00,22:35:00,22:35:00,MM01,3,0,0
11062716-MM2025-InvFes-Dimanche-00,22:36:38,22:36:38,MM04,4,0,0
11062716-MM2025-InvFes-Dimanche-00,22:38:00,22:38:00,MM05,5,0,0
11062716-MM2025-InvFes-Dimanche-00,22:39:51,22:39:51,MM07,6,0,0
11062716-MM2025-InvFes-Dimanche-00,22:41:00,22:41:00,MM06,7,0,0
11062716-MM2025-InvFes-Dimanche-00,22:47:00,22:47:00,MM08,8,0,0
11062717-MM2025-InvFes-Dimanche-00,22:38:00,22:38:00,MM08,1,0,0
11062717-MM2025-InvFes-Dimanche-00,22:43:00,22:43:00,MM06,2,0,0
11062717-MM2025-InvFes-Dimanche-00,22:43:46,22:43:46,MM07,3,0,0
11062717-MM2025-InvFes-Dimanche-00,22:45:00,22:45:00,MM05,4,0,0
11062717-MM2025-InvFes-Dimanche-00,22:46:22,22:46:22,MM04,5,0,0
11062717-MM2025-InvFes-Dimanche-00,22:48:00,22:48:00,MM01,6,0,0
11062717-MM2025-InvFes-Dimanche-00,22:49:00,22:49:00,MM02,7,0,0
11062717-MM2025-InvFes-Dimanche-00,22:54:00,22:54:00,MM03,8,0,0
11062718-MM2025-InvFes-Dimanche-00,22:42:00,22:42:00,MM03,1,0,0
11062718-MM2025-InvFes-Dimanche-00,22:46:00,22:46:00,MM02,2,0,0
11062718-MM2025-InvFes-Dimanche-00,22:48:00,22:48:00,MM01,3,0,0
11062718-MM2025-InvFes-Dimanche-00,22:49:38,22:49:38,MM04,4,0,0
11062718-MM2025-InvFes-Dimanche-00,22:51:00,22:51:00,MM05,5,0,0
11062718-MM2025-InvFes-Dimanche-00,22:52:51,22:52:51,MM07,6,0,0
11062718-MM2025-InvFes-Dimanche-00,22:54:00,22:54:00,MM06,7,0,0
11062718-MM2025-InvFes-Dimanche-00,23:00:00,23:00:00,MM08,8,0,0
11062719-MM2025-InvFes-Dimanche-00,22:51:00,22:51:00,MM08,1,0,0
11062719-MM2025-InvFes-Dimanche-00,22:56:00,22:56:00,MM06,2,0,0
11062719-MM2025-InvFes-Dimanche-00,22:56:46,22:56:46,MM07,3,0,0
11062719-MM2025-InvFes-Dimanche-00,22:58:00,22:58:00,MM05,4,0,0
11062719-MM2025-InvFes-Dimanche-00,22:59:22,22:59:22,MM04,5,0,0
11062719-MM2025-InvFes-Dimanche-00,23:01:00,23:01:00,MM01,6,0,0
11062719-MM2025-InvFes-Dimanche-00,23:02:00,23:02:00,MM02,7,0,0
11062719-MM2025-InvFes-Dimanche-00,23:07:00,23:07:00,MM03,8,0,0
11062720-MM2025-InvFes-Dimanche-00,22:55:00,22:55:00,MM03,1,0,0
11062720-MM2025-InvFes-Dimanche-00,22:59:00,22:59:00,MM02,2,0,0
11062720-MM2025-InvFes-Dimanche-00,23:01:00,23:01:00,MM01,3,0,0
11062720-MM2025-InvFes-Dimanche-00,23:02:38,23:02:38,MM04,4,0,0
11062720-MM2025-InvFes-Dimanche-00,23:04:00,23:04:00,MM05,5,0,0
11062720-MM2025-InvFes-Dimanche-00,23:05:51,23:05:51,MM07,6,0,0
11062720-MM2025-InvFes-Dimanche-00,23:07:00,23:07:00,MM06,7,0,0
11062720-MM2025-InvFes-Dimanche-00,23:13:00,23:13:00,MM08,8,0,0
11062721-MM2025-InvFes-Dimanche-00,23:04:00,23:04:00,MM08,1,0,0
11062721-MM2025-InvFes-Dimanche-00,23:09:00,23:09:00,MM06,2,0,0
11062721-MM2025-InvFes-Dimanche-00,23:09:46,23:09:46,MM07,3,0,0
11062721-MM2025-InvFes-Dimanche-00,23:11:00,23:11:00,MM05,4,0,0
11062721-MM2025-InvFes-Dimanche-00,23:12:22,23:12:22,MM04,5,0,0
11062721-MM2025-InvFes-Dimanche-00,23:14:00,23:14:00,MM01,6,0,0
11062721-MM2025-InvFes-Dimanche-00,23:15:00,23:15:00,MM02,7,0,0
11062721-MM2025-InvFes-Dimanche-00,23:20:00,23:20:00,MM03,8,0,0
11062722-MM2025-InvFes-Dimanche-00,23:08:00,23:08:00,MM03,1,0,0
11062722-MM2025-InvFes-Dimanche-00,23:12:00,23:12:00,MM02,2,0,0
11062722-MM2025-InvFes-Dimanche-00,23:14:00,23:14:00,MM01,3,0,0
11062722-MM2025-InvFes-Dimanche-00,23:15:38,23:15:38,MM04,4,0,0
11062722-MM2025-InvFes-Dimanche-00,23:17:00,23:17:00,MM05,5,0,0
11062722-MM2025-InvFes-Dimanche-00,23:18:51,23:18:51,MM07,6,0,0
11062722-MM2025-InvFes-Dimanche-00,23:20:00,23:20:00,MM06,7,0,0
11062722-MM2025-InvFes-Dimanche-00,23:26:00,23:26:00,MM08,8,0,0
11062723-MM2025-InvFes-Dimanche-00,23:17:00,23:17:00,MM08,1,0,0
11062723-MM2025-InvFes-Dimanche-00,23:22:00,23:22:00,MM06,2,0,0
11062723-MM2025-InvFes-Dimanche-00,23:22:46,23:22:46,MM07,3,0,0
11062723-MM2025-InvFes-Dimanche-00,23:24:00,23:24:00,MM05,4,0,0
11062723-MM2025-InvFes-Dimanche-00,23:25:22,23:25:22,MM04,5,0,0
11062723-MM2025-InvFes-Dimanche-00,23:27:00,23:27:00,MM01,6,0,0
11062723-MM2025-InvFes-Dimanche-00,23:28:00,23:28:00,MM02,7,0,0
11062723-MM2025-InvFes-Dimanche-00,23:33:00,23:33:00,MM03,8,0,0
11062724-MM2025-InvFes-Dimanche-00,23:25:00,23:25:00,MM03,1,0,0
11062724-MM2025-InvFes-Dimanche-00,23:29:00,23:29:00,MM02,2,0,0
11062724-MM2025-InvFes-Dimanche-00,23:31:00,23:31:00,MM01,3,0,0
11062724-MM2025-InvFes-Dimanche-00,23:32:38,23:32:38,MM04,4,0,0
11062724-MM2025-InvFes-Dimanche-00,23:34:00,23:34:00,MM05,5,0,0
11062724-MM2025-InvFes-Dimanche-00,23:35:51,23:35:51,MM07,6,0,0
11062724-MM2025-InvFes-Dimanche-00,23:37:00,23:37:00,MM06,7,0,0
11062724-MM2025-InvFes-Dimanche-00,23:43:00,23:43:00,MM08,8,0,0
11062725-MM2025-InvFes-Dimanche-00,23:30:00,23:30:00,MM08,1,0,0
11062725-MM2025-InvFes-Dimanche-00,23:35:00,23:35:00,MM06,2,0,0
11062725-MM2025-InvFes-Dimanche-00,23:35:46,23:35:46,MM07,3,0,0
11062725-MM2025-InvFes-Dimanche-00,23:37:00,23:37:00,MM05,4,0,0
11062725-MM2025-InvFes-Dimanche-00,23:38:22,23:38:22,MM04,5,0,0
11062725-MM2025-InvFes-Dimanche-00,23:40:00,23:40:00,MM01,6,0,0
11062725-MM2025-InvFes-Dimanche-00,23:41:00,23:41:00,MM02,7,0,0
11062725-MM2025-InvFes-Dimanche-00,23:46:00,23:46:00,MM03,8,0,0
11062726-MM2025-InvFes-Dimanche-00,23:45:00,23:45:00,MM08,1,0,0
11062726-MM2025-InvFes-Dimanche-00,23:50:00,23:50:00,MM06,2,0,0
11062726-MM2025-InvFes-Dimanche-00,23:50:46,23:50:46,MM07,3,0,0
11062726-MM2025-InvFes-Dimanche-00,23:52:00,23:52:00,MM05,4,0,0
11062726-MM2025-InvFes-Dimanche-00,23:53:22,23:53:22,MM04,5,0,0
11062726-MM2025-InvFes-Dimanche-00,23:55:00,23:55:00,MM01,6,0,0
11062726-MM2025-InvFes-Dimanche-00,23:56:00,23:56:00,MM02,7,0,0
11062726-MM2025-InvFes-Dimanche-00,24:01:00,24:01:00,MM03,8,0,0
11062727-MM2025-InvFes-Dimanche-00,23:40:00,23:40:00,MM03,1,0,0
11062727-MM2025-InvFes-Dimanche-00,23:44:00,23:44:00,MM02,2,0,0
11062727-MM2025-InvFes-Dimanche-00,23:46:00,23:46:00,MM01,3,0,0
11062727-MM2025-InvFes-Dimanche-00,23:47:38,23:47:38,MM04,4,0,0
11062727-MM2025-InvFes-Dimanche-00,23:49:00,23:49:00,MM05,5,0,0
11062727-MM2025-InvFes-Dimanche-00,23:50:51,23:50:51,MM07,6,0,0
11062727-MM2025-InvFes-Dimanche-00,23:52:00,23:52:00,MM06,7,0,0
11062727-MM2025-InvFes-Dimanche-00,23:58:00,23:58:00,MM08,8,0,0
11062728-MM2025-InvFes-Dimanche-00,24:00:00,24:00:00,MM08,1,0,0
11062728-MM2025-InvFes-Dimanche-00,24:05:00,24:05:00,MM06,2,0,0
11062728-MM2025-InvFes-Dimanche-00,24:05:46,24:05:46,MM07,3,0,0
11062728-MM2025-InvFes-Dimanche-00,24:07:00,24:07:00,MM05,4,0,0
11062728-MM2025-InvFes-Dimanche-00,24:08:22,24:08:22,MM04,5,0,0
11062728-MM2025-InvFes-Dimanche-00,24:10:00,24:10:00,MM01,6,0,0
11062728-MM2025-InvFes-Dimanche-00,24:11:00,24:11:00,MM02,7,0,0
11062728-MM2025-InvFes-Dimanche-00,24:16:00,24:16:00,MM03,8,0,0
11062729-MM2025-InvFes-Dimanche-00,21:23:00,21:23:00,MM03,1,0,0
11062729-MM2025-InvFes-Dimanche-00,21:27:00,21:27:00,MM02,2,0,0
11062729-MM2025-InvFes-Dimanche-00,21:29:00,21:29:00,MM01,3,0,0
11062729-MM2025-InvFes-Dimanche-00,21:30:38,21:30:38,MM04,4,0,0
11062729-MM2025-InvFes-Dimanche-00,21:32:00,21:32:00,MM05,5,0,0
11062729-MM2025-InvFes-Dimanche-00,21:33:51,21:33:51,MM07,6,0,0
11062729-MM2025-InvFes-Dimanche-00,21:35:00,21:35:00,MM06,7,0,0
11062729-MM2025-InvFes-Dimanche-00,21:41:00,21:41:00,MM08,8,0,0
11062735-MM2025-InvFes-Dimanche-00,08:45:00,08:45:00,MM03,1,0,0
11062735-MM2025-InvFes-Dimanche-00,08:49:00,08:49:00,MM02,2,0,0
11062735-MM2025-InvFes-Dimanche-00,08:51:00,08:51:00,MM01,3,0,0
11062735-MM2025-InvFes-Dimanche-00,08:52:38,08:52:38,MM04,4,0,0
11062735-MM2025-InvFes-Dimanche-00,08:54:00,08:54:00,MM05,5,0,0
11062735-MM2025-InvFes-Dimanche-00,08:55:51,08:55:51,MM07,6,0,0
11062735-MM2025-InvFes-Dimanche-00,08:57:00,08:57:00,MM06,7,0,0
